id,embedded,embedding
260,맛서비스 최악 맛과 양이 상당히 부족하며 주문이 잘못 나왔고 대처가 매우 저급입니다 저희가 무슨 메뉴를 먹었는지도 모르겠어요 후라이드랑 양념 반반치킨 시켰는데 웬 거무스름한 치킨이 나와서 놀라서 여쭸더니 갑자기 중년 남자 사장님이 언성을 높이시면서 한숨을 쉬세요 기선제압으로 실수 무마하려는 한국적인 태도 잘 봤구요 외국인 친구도 제가 명확히 이라고 하는 거 똑똑히 들었다 한국어 제대로 못 하는 자신도 주문 다 들었는데 황당하다고 하네요 어쩐지 더블체크도 안하시더라구요 아무 조치 취해주실 수 없다 환불도 안 해주시겠다 해서 입씨름하기 싫어서 그냥 먹었어요 다른 중년 여성 매니저님께 조용히 말씀드렸더니 얘기 듣지도 않으시고 사장님인데 실수할 리 없다시네요,
262,맛있어요,
263,괜찮네요,
266,우연히 들렸는데 분위기도 조쿠 맥주도 마시써용 배불러서 와서 세비체 시켰는데 이쁘고 마시써용,
268,마시타야 블랙라멘 차슈추가 면추가 사실 각종 미사여구가 필요 없는 항상 안정적인 라멘,
270,좋아요,
272,굉장히 불친절하길래 안먹으려다 웨이팅 시간분이 아까워서 먹어봤움 회 그저그럼연남동쪽 연어롭다가 훨남 라면 특별한거없고 그냥 라면하나인데 천원임 숙성회마끼가 뭔가했는데 밥과 김줌 천원임 웨이팅해놓고 개 오래기다렸는데 절대 전화안오고 어플아니고 수기로 번호적어놓는 형식이라 몇팀 남은지도 알수가없어서 기다리다 결국 다시와보니 우리가 안받았다고 우겨서 부재중도없다하니 전화번호 다시확인하니 전혀다른번호로 전화걸음번호도 안헷갈리게 정자로 제대로 적고갔는데 그냥 직원이 잘못본걸로 끝실수에대한 대책이나 방법도없음 다시 기다리는거뿐진짜 가성비하나도없고대책도없고 웨이팅 왜있는지 모르겠었움웨이팅 있으니 손님이 귀하지않다는거를 아주 잘 느끼게해준 식당 모두에게 비추천드립니다,
273,참치김밥 원,
274,포몬스 체인이라 자주 가던곳이기도 해서 고민도 없이 들어갔는데 해산물쌀국수 내용물도 너무 부실하고 양지쌀국수 육수도 심지어 너무 싱거워서 놀랐고 압구정포몬스 자주가는데 너무 비교 될 정도 였어요 직원분은 현지분인데 친절은 하셨어요,
276,첫 훠궈 대성공 완전 냠 냠 잘 머것습니다,
277,가격도 저렴하고 새우랑 샐러드도 같이 푸짐하게 나와서 배터져요 볶음밥은 진짜 어떻게 만드시는지 레시피 여쭤보고 싶을 정도로 맛있어요,
278,냉면 괜찮다고해서 방문했지만 돈까스 주문 양이 푸짐 가성비 좋아요 친절하십니다 맛은 솔직히 아쉽다,
279,칼도 잘 갈아서 썬 듯 회 단면이 지문처럼 보이네요 두번째 방문이라 본격적으로 회탐구생활 모듬회는 어느 업장이건 당연하게도 계절이나 시장 상황으로 조금씩 변합니다 도미 참숭어 광어 전복 멍게 계란말이 약간 숙성을 하는 곳 같아요 감칠맛이 좀 있고 육질이 연합니다 기본은 활어회라 숙성회라고 하지 않는 듯 입니다 문제의 저 가리비회 식이네를 더 찾게 된 계기가 된 메뉴였음 정말 신선하고 단 맛이 돌아 좋았습니다 재료 관리가 꼼꼼한 듯 여름엔 조개류는 안 먹지만 봄 가을 겨울엔 없어서 못 먹쥬 와이프가 좋아하는 뿔소라 역시 단맛이 나던 내가 좋아하는 여름 돌멍게 역시 신선했던 달달히 취해서 나올 때 다른 메뉴들도 궁금해짐,
280,와 간만에 먹는 집밥감성 불맛 오불볶음이랑 된장찍개 가격도 착하고 몸과맘을 녹이는 맛집입니다,
284,,
285,오브젝트 갔다가 바로 옆에 카페가 있어서 휴식겸 들렀는데 조금 작지만 아늑하고 아담해서 또 분위기 있더라구요 사람들이 거의 꽉 차서 안에는 못찍고 디저트만찍었네요 카운터 닷찌랑 안쪽에 작은 테이블 두개 정도 있어요 막 시끄럽지 않고 잔잔한 느낌이라 연인이나 혼자서 가기 좋아보여요 칵테일도 파는 것 같은데 저흰 낮에가서 커피랑 디저트만 일본 친구도 같이 있었는데 사장님이 일어를 하시더라구요 사장님과 일본 친구랑 대화도 했네요,
286,양이 많아 푸짐합니다,
287,너무맛있어여 전 이 음식이 추억이 담긴 음식이라 주기적으로 먹고싶은데 멀어서 못가는게 한이예요 꾸준히 영업하셨으면 좋겠어요,
288,가게 내부도 깔끔하고 음식들이 모두 맛있었어요 술종류가 다양해서 골라먹는 맛도 있고 음식과의 조합도 최고였습니다,
289,이만한 가격에 이정도 퀄리티를 서울시내서 맛볼수 있는건 행운임 양꼬치는 질기지 않고 신선하며 지삼선 온면 건두부마파두부 대만망고맥주까지 모든 음식이 간이 딱맞고 깊이가 있음 알바 직원분들은 대만 유학생들이었음 매우 친절해서 안경쓴 여자분남자분 팁 챙겨드림,
290,보기보다 양 많고 맛있어요,
292,퀘사디아 너무 맛있었어요,
296,일단 친절하게 맞이해주시고 메뉴설명 해주셔서 감사했습니다 새우창펀 오리구이 쌀국수 주문했구요 창펀은 달달하게 맛있어요 오리구이도 반마리면 명 먹을 수 있어요 다들 어서 가셔서 드세요,
297,밀크티 한잔 맜있네옷,
298,어묵볶음 단계시켰는데 넘 맛있네요 떡이 없으니 가래떡 개추가하기 추천드려요 가래떡 쫄깃부드러워서넘 맛있어요 꼬마김밥은 속이 푸짐한편이고 모듬튀김은 솔직히 가격대비 그닥 어묵튀김야채튀김은 괜찮았어요 어쨋든 어묵볶이가래떡볶이 넘 맛나요,
300,고기추가가 무료예요 담고 싶은 만큼 담을 수 있어요 가성비 대박임 맛도 있고 매장도 넓고 좋아욤,
302,연어가 이렇게 쫀득할 수가 있는거냐구여 맛도 가성비도 최고 최최고 항상 친절하신 사장님과 직원분도 짱,
303,브레이크타임에 걸릴수있다 안내받고 고민하다 그냥 마저 기다렸다 먹었어요 너무더워서 이동이 힘들어 그런건데 음식이 맛있어서 만족하고 갔습니다,
306,진짜 오랜만에 방문했는데 테이블에서는 행주 쿰쿰한 냄새 너무 심하고 음식에선 머리카락나오고 계산하면서 말씀드렸는데 깎아주시지도 않고 음식값 깎아주시는 걸 바란건 아니지만 막상 죄송하다는 말씀만 하셔서 왠지 더 서운해지는 건 제가 넘 진상이라 그런건가요 앞으로는 구냥 다른 순대국집 가야겠습니당 일부러 찾아간건데 몹시 아쉽,
307,하하의 단골집이래요,
310,존맛이에요 막창 구이 땡길 땐 무조건 여기 갑니다,
311,여기 주먹밥맛집이에요 닭을 마요네즈에 찍어먹는게 별미에요 양은 적어요,
313,물론 브러쉬품질은 말하나마나구여넘나 친절하게 설명도해주시고 굿굿입니당,
314,양념갈비 간만에 맛나게 육획도,
315,김치맛집이에요 다 맛있고 양 많아요,
317,스프카레 오랜만에먹었는데 너무맛있었어요 구운 야채들이 너무 맛있어요 추천합니다,
320,그냥 차로 가볍게 마시러 오기 좋은 곳,
321,마약옥수수가 맛있어요,
322,전화받는 사장님은 친절 배달은 쏘쏘 맛은 괜찮 살이 별로 없고 튀김이 대부분이라 아쉽,
324,평소엔 매운시지미라멘이나 다른라멘을 먹는데 돈가스 첫시도해보았습니다 집에서한 돈가스느낌인데 바삭바삭맛있네여,
325,차로 온곳 이었는데 얼마나 맛있었음 세명이서 뼈추가하고 닭발 계란말이 시키고 볶움밥 까지 술 병 끝내고 왔네요 이렇게 먹은 저희도 당황스러웠어요,
326,베이글 맛집입니다 매장도 깔끔하메요,
330,고기가 증말 맛있네요,
331,김치찌게 먹었어요 맛 괜찮습니다,
332,라신반 갔다가 먹었어요 덜 진하게로 했는데도 충분히 진하고 맛있어요,
333,친절하시고 김치고기 다맛있어요 술이 김치냉장고에서 나와요,
334,여긴 언제나 옳다 매일 아침으로 먹고 출근하고 싶다 메인인 황태구이도 맛일지만 반찬도 맛있는 집,
335,굳,
336,존맛탱,
337,아이와 평일 나들이왔는데 대기 없이 바로 먹을수 있었어요 간이 너무 세지도 않고 맛있어서 아이와 둘이 흡입하며 먹었습니다 진짜 최고에요,
338,신촌 단골 맛집입니다 집근처여서 여러번 방문하는데 갈때마다 사람이 많고 웨이팅 있습니다 볶음 삼겹살 맛집으로 쌈싸먹으면 완전 맛있는 조합 신촌 맛집이고 대학생도 많은 고기맛집,
339,아침 든든하게 먹기좋아요,
341,맛있는 콩국수는 아무나 만들 수 없습니다 그래서 콩국수 맛집을 찾아다니는건데 드디어 합정에도 콩국수 맛집이 서래옥에서 당신의 콩국 로망을 즐기세요,
342,분위기가 너무 좋지만 슬리퍼를 막는건 이해가 안되네요 손님도 별로없어 밟힐 걱정도 없었고 주변 클럽도 안막던데 좀 어이가없네요 주제 넘어서 웃겼습니다,
343,민트초코 롤케이크가 주말에만 나와서 먹어보고 싶었는데 민트크림의 풍미가 시원하고 부드러워서 맛있었습니다 또 먹고싶어서 자꾸 생각날거같아요,
344,오랜만에 방문 혼자 방문해도 너무 친절하게 응대해주시고 너무 맛있음 미역국 간도 딱 좋았음,
347,늘 지나만 다니다가 처음 가봤는데 분위기나 비주얼에 비해 맛있습니다 혼밥 할때나 수제비 먹고플때 추천할만 해요,
348,맛있어요,
350,홍대 유일무이 루프탑이에요 반짝반짝하는 야경에 칵테일 한잔 안주가 고퀄임,
353,맛있어요 잘 먹고 갑니다,
355,처음으로 멸치국수와 김밥 조합을 먹었어요 요것도 나쁘지 않네요,
357,,
358,연남동에 있을때 부터 가던 복껍질무침을 김과 함께 먼저 시작하면 매인 복불고기 그리고 볶음밥까지 오늘도 맛있게 먹었습니다 새해 복 많이 받으세요,
360,회가 신선하고 맛있어요,
361,회사 앞 류가 생각날 때는 여기 가격 좋고 양도 많고,
362,시까지 영업하는데 돼지구이도 맛있고 김치찌개 청국장도 넘 맛있음 반찬들이 신선해요,
363,음식이 맛있네요 재방문의사 있습니다,
364,맛나요,
366,되게 특색있는 맛,
370,불타는 차돌짬뽕이라 유산슬밥 먹었는데 둘 다 맛있어요 양도 많아오 두 가지 메뉴 다 재료를 아낌없이 넣으셨드라구여 차돌짬뽕은 차돌이 개푸짐,
371,커플세트 먹었어요 둘이 먹기 배부를 정도로 양이 많고 가성비가 좋은데 맛도 있어요 시 넘어서 들어갔더니 사람이 없어서 좋았어요,
374,우연히 들어간 곳인데 진짜 맛있어요 추운날 뜨끈한 조개찜에 소주 한잔하니까 너무 맛있더라구요 술이 술술 들어가는 맛입니다 조개도 신선한지 비린맛 하나 없이 너무 맛있었어요 국물도 시원 담백 깔끔 그 자체 사리추가를 안할 수 없는 맛이네요 다들 먹자마자 맛집인정했답니다 사장님들도 친절하시고 최고의 저녁이였네요,
375,존맛탱,
376,원래가면 계시는 남자매니저분이 없어써인지 서빙이나 반찬추가등 영 별로고 매번 필요한것국의 불 꺼지거나 물등 여러번얘기해도 직원들이 잘 모르고 정말 수년간 많이갔지만 최악이였습니다 특히 외국인친구들과 가서 서비스가 별로여서 더안좋았습니다 그 매니저분이 있을때와 없을때가 천지차이입니다,
377,친구들이랑 주기적으로 방문하는 인도커리집이에요 맛있습니다,
378,몇년째 수리가 안되는 화장실 변기와 바닥 직원들도 친절하고 맛집입니다요,
384,이 밥집 괜찮다고 봅니당,
388,홍대 맛집 인증 오징어 무침 일품이고 오징어회도 좋습니다,
391,고기는 타고 냄새나고 누가 먹었던같아 비빕밥도 맛없고 불친절 갈때마다번째임 혼자온 사람은 인석 가라 구박 자리널널 손님하나없는데뒤이어 온 학생한명 아무소리안하고 인석 자리 내줌 기막혀라 밥먹는데 전기파리채들고 왓다갔다 하지말라 했더니 안하긴 했다 중국사람인지 연변사람인지 이질감 우리네 푸근한 밥집아줌마 찾는거는 무리일까 다시안갈것임 배고파 별루이지만 겨우 배채울만큼 먹고 나옴 다른 리뷰사진보고 경악하여 글수정함 고기 나온사진 나는 삼분의일 밖에 안줫다는 헉진짜 고기 점 먹었는데왜그러지,
393,부라따 피자가 진짜 압권인 곳입니다 프로슈토와 부라따 치즈 루꼴라 방울 토마토가 진짜 입안에서 조화를 부리더군요 기본에 충실하면서도 재료들의 맛을 잘 살렸다 생각합니다 따야린 라구 파스타는 면을 직접 만드신 것 같아 씹을 때 식감이 특이했습니다 라구는 홈메이드여서 제게는 약간 밍밍한 감이 있었지만 자극적이지 않은 가정식 느낌을 받았습니다 보떼르가 파스타는 제 입맛에는 쏘쏘였습니다 어란이 정말 많이 들어가서 비주얼적으로는 장원급제인데 버터 우유 면 어란 이 재료들의 맛이 한데 어우러지지 않아 이도 저도 아닌 비릿한 맛이었습니다 그래서 다음에 방문한다면 다른 종류의 파스타와 함께 피자를 더 먹을 생각입니다,
394,,
395,분위기가 너무 좋구 고기 질과 맛은 말해모해 합정 데이트코스로 강추 드림미닷,
396,,
397,실파 멘마 계란 차슈 토핑들이 너무너무 맛나네요 국물도 개굿 바나나먹은 기영이마냥 흡입햇어요 담에는 첫라멘 끝라멘도 먹어보고싶어요,
398,,
399,오랜만인데 여전히 괜찮음,
400,런치 가성비도 좋고 텐동 소바 둘다 괜찮았어요 감태들기름소바는 좀 짰지만 맛이 좋았어요,
401,너무 좋아하는 술집이에요 분위기도 좋고 사장님도 친절하세요 한달에 한번은 오는거같은데 이번달은 약속이 많아서 많이 왔네요 올때마다 맛있습니다,
404,키오스크 주문 현금 원 카드원 지하주차장시간 무료 홍대 정문에 이런 가격의 한식뷔페가 있다니 놀랍다 건강한 맛의 나물들이 가득하고 돼지고기 장조림과 김치찜이 참으로 맛있다 우동짜장은 웃음나오는 단짠단짠 콤비네이션을 선사하고 김치콩나물순두부국은 멸치맛이 깊숙하다 잡곡밥도 튼실하고 계절반찬인 오이무침은 상쾌하다 착하고 건강하고 친절한 식당이다 맛있는 잡채도 있음요 구운김도 감자조림도,
405,,
408,사진은 못찍었는데 고기양도 많고 맛있고 많이 시켜서 서비스도 많이 주셨어요,
409,마포 갈매기 오랜만에 갔는데 여전히 맛있었습니다,
410,수제비와 보리밥 조찹 너무 찰떡이였어요 너무 맛있어요 요즘 원하던 스타일의 집이 마니 없어져서 아쉬웠는데 넘 좋았어요,
412,사장님이 친절하고 조용해요,
413,소문만 무성하네요 김치찌개외 종류 시켰는데 솔직히 맛은 없었습니다 제공된 음식 양은 많습니다,
415,친절해요,
418,좋아요,
419,커피가 제 취향은 아닌듯 해요,
420,오랜만에 방문했는데 여전히 맛있네요 보통은 면요리를 각자 주문하는데 제가 배가 고프지 않아서 사이드로 만두만 주문했어요 우육탕면 맛집이지만 만두 주문도 필수입니다 육즙 좔좔 알찬 속재료도 맛있습니다,
422,합정동에 위치한 작고 아담한 카페 토욜 오후지만 아직 불타는 밤이 시작되기전이라 조용하고 편안한 분위기와 달콤 씁슬한 스콘과 커피가 아주 좋았습니다,
423,좋아용,
424,저렴하고 맛있어요,
425,굳굳 분위기도 좋고 너무 좋아요,
426,메뉴가 일반적이지 않아서 좋아요,
427,돼지 연탄구이 백반 먹었고 가격이 올라서 원이었어요 반찬 종류가 엄청 많고 음식도 금방나오고 맛있었어요,
430,오랜만에 먹은 찜닭인데 진짜 소스가 너무 입에 쫙쫙붙는 존마탱 소스라 진짜 맛있게 먹고 왔어요 양도 넉넉하고요 매장도 넓고 쾌적하고 사장님도 짱 친절하셔서 상수나 홍대에서 찜닭 드시고픈 분 계시면 진짜 쎄리네찜닭 꼭 가보세요 그리고 다른 건 몰라도 누룽지 볶음밥만큼은 무조건 배불러도 꼭 드시길 강추합니다,
431,미니펄 굳,
432,가성비굿이여서 그런지 웨이팅이 꽤 길었지만 넘 맛있었어요,
435,기억안나요 만취쓰,
436,비오는 날 분위기도 좋고 음식도 너무맛있어요 명란바게트가 진짜맛있었어요 또 생각날거같아요 집근처라 많이 들릴거같아요 사장님도 친절하시고 음식도맛있고 좋았어요,
438,어느샌가 짬 맛없다는건 아닌데 그렇다고 맛있지도 않음 자주갔었던집인데 좀 아쉽,
440,방문한 날 커피머신 고장이라 커피메뉴를 못 먹은게 아쉽지만 다른 메뉴들 다 너무 잘 먹고 왔습니다,
448,맛있었어요,
449,안주 맛집이에요 화산마라전골 먹었는데 플레이팅도 예술인데다 맛도 너무 좋네요,
454,곱창은 맛있습니다 양도 만족했구요 셀프바 이용도 좋았습니다 그래도 피자곱창이랑 계란찜 품절이라 메인메뉴가 재고가 없었던게 아쉽네요 마지막에 결재할 때 참여여부 물어봤으면 좋았을텐데 식당 나와서 사실을 알아서 그냥 떠났습니다 음식 맛은 좋았는데 마음이 썩 좋진않아 아쉽습니다,
458,이전하고 처음 왔는데 여전히 맛있어요,
462,직원들도 친절하시고 메뉴에 대해 설명도 잘 해주셨어요 게다가 고기도 잘 구워주셔서 너무 맛있게 먹었습니다 양이 적어보일 수도 있지만 막상 천천히 먹다보면 배 불러서 나와요사람마다 다를 수 있음 하지만 맛있는 건 분명합니다,
466,좋아요,
468,위치도 좋고 맛나요,
469,홍대 돈가스집 중에 여기가 제일 맛있음 추천추천,
472,명란 튀김 먹고싶어서 멀리서 왔는데 너무 맛있어요 잘먹었습니다,
475,일단 사장님이 매우매우 친절하심 가게는 크지 않고 아담한 편인데 그래서 더 좋았습니당 넓고 번잡스러운 것 보다 훨씬 나아요 무엇보다 직원분들이 고기를 직접 구워주셔서 넘 좋아요 다들 넘 친절하심저처럼 고기 잘 못구워서 다 태우는 분들 꼭 오세용,
476,친절하신 사장님 감사합니다 맛있어요,
479,남편과 디너 코스를 먹고 마음에 들어서 바로 예약을 잡고 아이와 런치 코스를 먹었습니다 직원들의 친절한 설명과 함께 곁들여 먹으니 더 풍성한 맛이 났어요 메뉴 구성도 좋았고 차림도 만족스러웠습니다 아이도 무척 좋아해서 다음에 또 방문할 계획입니다 이사한지 얼마 되지 않아 주변 맛집 도장깨기중인데 집 근처에 이렇게 좋은 식당이 있다니 넘 좋네요 오래오래 번창하세요,
480,지넌번 방문에 이어서 또 왔어요 이번엔 더 많은 메뉴 먹어보려구 지인들과 방문했습니다 역시 다들 맛있다구하시구 저희 커플 역시 맛있게 먹었어요 진짜진짜 추천,
482,리모델링 하기 전부터 진짜 좋아했던 곳인데 바뀐 다음에도 넘 좋아요 음식이 다 진짜 맛있고 특히 들깨크림순대 미쳤음 사장님이 넘 친절하셔요 마지막 방문때 주문 좀 밀렸다고 서비스 엄청 챙겨주심 합정갈일 있음 강추입니다,
483,가격이 저렴해서 찬들이 많지않아요 고기집이니 고기만 맛있음되죠 뭐,
484,음식도 맛있구 분위기도 좋습니다 노래도 좋아서 친구들끼리 술 마시기 좋은 곳 같습니당,
486,직원분 자리고집 빼면 퍼팩트 했던곳,
493,곰탕 맛있어요 양이 많이 줄었어요,
495,모든 음식이 맛있었지만 새우 알배추롤 강추입니다 너무 맛있어서 한 입먹고 눈물의 백덤블링 했습니다 게랑토니는 게내장맛이 많이나고 새우 알배추롤도 맛이 비슷한 계열일것 같아 느끼할 줄 알았는데 새콤한 맛 나는 소스가 너무 잘 어울렸어요 집만 가깝다면 일 롤 하고 싶네요,
498,닭도리탕 세트 시켰는데 계란찜에 주먹밥에 소주까지 혜자 세트네요 술먹으러 갔다가 먹방 찍었네요 배터지는 줄 알았어요 더운 날씨네 단비같은 얼쏘까지 닭도리탕은 매콤하고 달달한게 소주를 부릅니다국물이 진짜 끝내주니 꼭 우동사라 추가해 드세요,
499,맛있어요 좀더 친절하고 깨끗함 대박 날듯,
500,일주일에 한번은 꼭 먹어야 되는 신공주떡볶이 오늘은 김말이범벅과 벚꽃시즌음료인 식혜 픽해봤어요 김밥은 당연히 선택해야함 너무너무 맛있게 잘 먹었습니다,
505,먹을만했어요,
510,잡내 없는 질좋은 고기 맑은 육수 잘 지은 고슬고슬한 밥이 매력적입니다 진한 맛을 좋아하시는 분보다 건강하고 슴슴한 음식 고기향에 민감하신 분께 추천합니다,
511,합정이 좋은 이유 추가 금요일 시쯤 방문 테이블은 꽉 차있었고 바 자리가 자리 남아잇엇음 인스타전화로 예약받는듯 함 분위기는 아늑한 동네술집같앗는데 조았음 수육이랑 새우 미나리전 시킴 맛은 와 존맛이다까진 아니고 좋은 술이랑 좋은 사람이랑 마시니 먼들 맛없겠음 동네에 있으면 자주 갈거같은 그런 식당,
512,여기는 찐이예요 찐찐찐찐찐이야 완전 찐이야짱맛,
513,바질라멘이 특이해보여 방문해보았습니다 정식이름은 미도리카메이며 원이네요 매장 밖에서는 안이 잘 안보이는데 외부에 웨이팅 명단 작성하는게 있어 쓰고 기다렸는데 내부에 아무도 없어서 엉뚱하게 기다렸다가 바로 들어갈 수 있었네요 라멘은 금방 나왔고 바질답게 초록빛 가득한 라멘이 인상적이었습니다 차슈도 큼직하게 두 덩이 있었는데 잡내없이 부드럽고 맛있었습니다 면발은 얇은 편이라 좋았구 파채도 같이 있어 식감도 좋았습니다 다만 바질 말차 미역처럼 초록초록한 친구들하고 제가 친하지가 않아야지구 무난하게 먹었습니다만 여기 다른 라멘 가격들도 착하고 직원분들도 친절하셔서 다시 오게된다면 다른 라멘들로 먹어볼 생각입니다,
514,전과 골뱅이무침을 먹기위해 찾아서 간 합정전 모둠전 감자전 골뱅이무침 실컷 먹고 왔어요 맛나요,
515,유명한 당고집 방문했습니다 생각보다 매장크지 않는데 소담하니 그래서 더 예뻤습니다 우드톤의 차분한 느낌이 강하고 편하게 쉬기 좋았습니다 당고는 간장 딸기팥 벚꽃 크런치 주문했는데 제 입에는 간장이 가장 맛있었습니다 묘하게 단짠단짠 중독성 있더라구요 기본적으로 떡이 쫄깃고소해서 맛있었습니다 찰기있어서 쫀쫀했어요 비 와서 그런지 더 운치있고 무엇보다 사장님이 친절하셔서 좋았습니다 잘 쉬다 갑니다,
517,추어탕이 맛있어요,
518,,
519,,
520,,
522,굳,
524,저아요,
525,간단히먹기좋아요,
526,인생탕수육진짜 맛있어요 짜장은 걍 그래요,
527,년이 훌쩍 넘는동안 많은 분들의 사랑을 받고 있는 컬투치킨 이유는 치킨 퀄리티는 기본이고 저렴한 가격과 알찬구성입니다 특히 치킨 피자 떡볶이 세트가 만원도 안됩니다 명이 먹어도 배부른 양인데 가성비 최고라고 할수있죠 후라이드는 바삭한 튀김옷과 촉촉한 속살이 탑클래스 양념은 예전 스타일로 달짝지근하면서 끈적한 소스가 감칠맛이 좋습니다 그리고 떡볶이가 완전 킥입니다 찐득한 양념에 쫄깃한 밀떡 떡볶이만 포장하고픈 퀄리티에요 사장님도 엄청 친절하시고 치맥하기 좋은곳으로 추천,
530,오겹살김치까지 최고,
531,맛있게 먹고 갑니다,
532,굿굿,
533,익산에서의 그맛,
535,빨강순두부 얼큰별난뚝배기 모두 자극적이지 않고 맛있었습니다 밑반찬도 깔끔하고 찌개랑 잘 어울렸어요 사장님 직원 분 모두 친절하셔서 기분 좋게 식사를 마쳤네요 다음에 또 방문하려 합니다,
536,블로그 보다가 맛집이라고해서 왔어요 분위기도 좋고 요리도 너무예뻐요 우니추가햇는데 비리지도않고 너무 맛있어요 간만에 분위기 내러와서 기분좋아요,
537,국물 진하고 맛있어요,
540,술자리 마지막으로 해장겸 가다 점심엔 첨 와봤어요 왠지 색다른 라면사리 추가해 맛있게 잘 먹었습니다,
543,항상 맛있게 먹고오는 스미비 클럽 술을 잘 못먹는 사람들을 위해 음료 메뉴도 만들어주시면 더 좋을 것 같아요,
544,몇번째더라,
547,낙지볶음먹고싶어 찾아갔는데 양념이 자극적이지않은데 이렇게맛을낼수있다니 놀라워요 바지락탕이며 재료본연의맛으로 막고나서 속도편합니다,
549,우연히 들어가서 친구랑 엄청 먹었네요 생삼겹도 맛있고 갈비도 간이 잘되어있어요 그리고 사장님이 친절하셔서 기분 좋았어요 담에 또 기서 더 많이 먹겠습니다,
550,쟁반짜장 매콤하고 불향나고 맛있어요 공기밥까지해서 같이 먹어줘야해요,
551,고등어김치찜 추천,
552,추천,
553,맨날 지나가다가 처음 왔는데 다 직접 구워주시고 대새롤 조합도 좋고 삼겹살도 고기 맛이 엄청 맛있었습니다 다음에 고기 먹고 싶을 때 또 올 듯,
554,반찬이 맛있어요 오징어찌게도 맛있어요,
555,아조씨 합정 탐방 합정 채고 안주 행복집 방문 좋은 점 안주가 다 행복 가득입니다 꼬막봄동쌈 총알오징어 모둠전 김치수제비 추천드립니다 김치수제비가 일단 별미니까 무조건 깔고 시작하십시오 나머지는 취향따라 가십시오 아쉬운 점 가게가 작아서 자리 잡기가 은근 힘듭니다 사장님께 전화해보고 가시는걸 추천드립니다 노포이긴 한데 내부 및 주방이 깔끔하진 않아서 감안하고 드십시오 화장실은 괜찮읍니다 행복은 어디에나 있는 것,
557,장어는 여기가 제일 맛있어요,
560,해장으로 딱 깍두기 맛집,
561,항상 갈때마다 직원분들 굉장히 친절하시고 맵찔이라 짬뽕이 매웠는데 게살크림고로케로 중화하니까 먹 좋았어요 면이 라멘면이라 특이했고 얇아서 부담없이 먹을 수 있었습니다 소지품 두고갔는데 따라 나와서 불러주셔서 감사했어요,
563,진짜 오랜만에 방문했어요 여전하네요 뭔가 추억의 장소 방문한것 같았어요 잘먹고갑니다,
564,맛있어요,
565,메뉴 하나하나 다 맛있어요 쉐프님 혼자 운영하시는 곳이라 시간은 좀 걸리지만 여유있게 즐기기 좋아요,
571,방어 한라산 매운탕 방어 가격차이는 양이 아니라부위에 따라 달라요 비쌀수록 더 맛있는 부위입니다 홍대에 있는 보다 더 맛있어요 일행이 다와야지 입장 가능합니다,
572,정말 오랜만에 서울 왔어요 분위기 좋은 레스토랑에서 친구랑 즐거운 시간 보냈는데 생맥주는 올해 마신 맥주 중 단연 깔끔하고 시원하고 이게 클라우드라고진짜최고 요리도 이렇게 맛나면 어쩌대요 토마토 새우탕 내스퇄우리 동네에도 있었으면 조케따,
574,또간집에 나오기 전부터 알고 있었지만 방송 이후로 웨이팅 할 정도로 손님들이 많아졌네요 삼겹살에 김치는 말해뭐해 볶음밥은 필수인거 아시죠 잘먹었습니다,
575,오랫만에 방문한 스미비 부타마제메시랑 신메뉴 사천교자 가격착한 생맥주 한잔 했습니다 꼬들한 밥에 마제양념이 참 조화롭게 어울렸고 빠삭한 사천교자에 매콤 라유 소스 담뿍 올려 먹으니 요런 맛도리가 있나 부타동만 먹으러 갔었는데 이제 마제소바랑 마제 메시 먹으러도 종종 들러야겠네요,
578,일단 맛집은 하나의 단품으로 밀고가는거죠 맛있습니다 면도 일반적이지않습니다 유일한 단점은 스프가 먹을때마다 식는것인디 이것만 어떻게 개선되면 더더욱 좋을꺼같습니다 다 먹어갈때쯤 죽을 신청하면 주시는데 삼계죽 마냥 먹으면 속에서 끓어오르는게 있는 특별한 맛입니다 면 다 못드셔도되니깐 죽은 꼭 드셔야합니다,
580,맛있고 양도 많아요 사장님도 친절하시고 얘기하기 좋은 분위기입니당,
583,늘 믿고가는 집,
584,이달의 버거만 먹더 처음 치즈버거 먹었는데 진찌 맛있었음,
585,야장이 넓게깔려있어요 손님 많아서 분위기가 왁자지껄해요 음식 꽤 괜찮았음 파는 종류가 다양한편이에요,
586,하루 전 운좋게 예약 성공해서 방문 했어요 듣던대로 고등어봉초밥 너무 맛있어서 또 시키고 싶었지만 제철 사시미와 완도 김 파스타 추가해 먹었어요 김파스타는 좀 짰어요 다음엔 스시와 튀김류 먹어보려 재방문 할겁니다,
588,짦은시간이었지만 너무 알찼습니다 실험실 투어부터 테이스팅까지 프로그램 구성이 잘 되어 있습니다 직원들의 친절한 설명과 친화력이 돋보였던 것 같고 특히 막걸리로 이런 칵테일을 제조할 수 있다는 점에 놀랐습니다 다만 칵테일 음미할 수 있는 시간이 좀 짧아 아쉬웠습니다,
